student_id,name,department,gpa,attendance_pct,assignments_completed,lms_logins_per_week,financial_hold,credits_this_term
STU00294,TestFirstName294 TestLastName294,Business Administration,1.0,83.9,36.7,3.0,False,10.0
STU00295,TestFirstName295 TestLastName295,Psychology,2.63,51.2,79.6,3.0,False,4.0
STU00296,TestFirstName296 TestLastName296,Social Work,2.92,76.2,90.2,2.0,False,7.0
STU00297,TestFirstName297 TestLastName297,Arts & Humanities,3.01,92.9,46.6,5.0,False,18.0
STU00298,TestFirstName298 TestLastName298,Nursing,2.54,93.9,63.1,2.0,False,18.0
STU00299,TestFirstName299 TestLastName299,Computer Science,1.57,93.4,54.2,1.0,False,10.0
STU00300,TestFirstName300 TestLastName300,Social Work,3.03,78.6,57.6,8.0,False,18.0
STU00301,TestFirstName301 TestLastName301,Education,4.0,65.3,76.0,3.0,False,11.0
STU00302,TestFirstName302 TestLastName302,Nursing,1.73,61.7,37.5,6.0,True,5.0
STU00303,TestFirstName303 TestLastName303,Psychology,3.4,83.2,86.1,4.0,False,16.0
STU00304,TestFirstName304 TestLastName304,Business Administration,2.57,83.7,88.6,4.0,False,9.0
STU00305,TestFirstName305 TestLastName305,Education,2.76,97.3,70.5,1.0,False,12.0
STU00306,TestFirstName306 TestLastName306,Education,2.06,94.5,30.3,7.0,False,13.0
STU00307,TestFirstName307 TestLastName307,Nursing,2.57,76.0,57.1,6.0,False,7.0
STU00308,TestFirstName308 TestLastName308,Engineering,3.71,59.3,97.2,3.0,False,14.0
STU00309,TestFirstName309 TestLastName309,Nursing,3.21,73.2,25.0,4.0,False,11.0
STU00310,TestFirstName310 TestLastName310,Computer Science,4.0,81.3,68.7,9.0,False,8.0
STU00311,TestFirstName311 TestLastName311,Business Administration,3.62,75.0,53.8,6.0,False,7.0
STU00312,TestFirstName312 TestLastName312,Arts & Humanities,3.11,69.3,89.5,3.0,False,14.0
STU00313,TestFirstName313 TestLastName313,Engineering,4.0,81.8,62.8,8.0,False,6.0
STU00314,TestFirstName314 TestLastName314,Business Administration,3.11,70.4,82.3,4.0,False,4.0
STU00315,TestFirstName315 TestLastName315,Computer Science,3.38,68.6,85.2,3.0,False,17.0
STU00316,TestFirstName316 TestLastName316,Nursing,2.59,82.7,100.0,6.0,False,8.0
STU00317,TestFirstName317 TestLastName317,Arts & Humanities,2.85,72.0,71.3,3.0,False,13.0
STU00318,TestFirstName318 TestLastName318,Engineering,2.31,81.7,81.8,7.0,True,14.0
STU00319,TestFirstName319 TestLastName319,Arts & Humanities,3.49,82.1,48.3,3.0,False,16.0
STU00320,TestFirstName320 TestLastName320,Engineering,1.98,60.9,96.4,3.0,False,13.0
STU00321,TestFirstName321 TestLastName321,Social Work,3.35,70.8,61.3,8.0,False,14.0
STU00322,TestFirstName322 TestLastName322,Social Work,2.67,99.6,64.9,0.0,False,16.0
STU00323,TestFirstName323 TestLastName323,Computer Science,3.62,60.6,74.6,5.0,False,18.0
STU00324,TestFirstName324 TestLastName324,Computer Science,3.33,46.3,46.9,3.0,False,3.0
STU00325,TestFirstName325 TestLastName325,Arts & Humanities,4.0,50.1,79.1,7.0,False,14.0
STU00326,TestFirstName326 TestLastName326,Arts & Humanities,3.31,78.4,92.4,9.0,False,5.0
STU00327,TestFirstName327 TestLastName327,Business Administration,1.7,78.5,80.3,9.0,False,17.0
STU00328,TestFirstName328 TestLastName328,Education,2.75,76.2,46.4,0.0,False,3.0
STU00329,TestFirstName329 TestLastName329,Arts & Humanities,1.98,96.2,72.8,8.0,True,6.0
STU00330,TestFirstName330 TestLastName330,Arts & Humanities,2.44,37.9,88.4,1.0,False,6.0
STU00331,TestFirstName331 TestLastName331,Nursing,3.86,83.9,41.2,13.0,False,12.0
STU00332,TestFirstName332 TestLastName332,Social Work,3.25,100.0,55.7,5.0,False,3.0
STU00333,TestFirstName333 TestLastName333,Education,2.31,61.1,90.8,4.0,False,3.0
STU00334,TestFirstName334 TestLastName334,Arts & Humanities,2.09,72.3,79.9,3.0,False,11.0
STU00335,TestFirstName335 TestLastName335,Business Administration,2.82,66.7,82.4,5.0,False,18.0
STU00336,TestFirstName336 TestLastName336,Psychology,1.95,64.6,100.0,5.0,False,11.0
STU00337,TestFirstName337 TestLastName337,Computer Science,2.33,73.1,83.4,6.0,False,10.0
STU00338,TestFirstName338 TestLastName338,Nursing,3.02,99.4,86.8,7.0,False,13.0
STU00339,TestFirstName339 TestLastName339,Computer Science,3.61,100.0,100.0,10.0,False,11.0
STU00340,TestFirstName340 TestLastName340,Engineering,3.23,73.0,71.2,4.0,False,9.0
STU00341,TestFirstName341 TestLastName341,Social Work,1.2,100.0,60.6,4.0,False,12.0
STU00342,TestFirstName342 TestLastName342,Education,3.01,78.5,82.7,9.0,False,3.0
STU00343,TestFirstName343 TestLastName343,Nursing,2.85,100.0,82.9,4.0,False,6.0
STU00344,TestFirstName344 TestLastName344,Engineering,3.09,76.6,65.5,7.0,True,13.0
STU00345,TestFirstName345 TestLastName345,Nursing,3.93,80.0,56.4,2.0,False,8.0
STU00346,TestFirstName346 TestLastName346,Education,1.36,83.5,100.0,3.0,False,3.0
STU00347,TestFirstName347 TestLastName347,Nursing,2.39,100.0,80.9,7.0,False,4.0
STU00348,TestFirstName348 TestLastName348,Computer Science,3.21,90.8,61.8,8.0,False,16.0
STU00349,TestFirstName349 TestLastName349,Psychology,1.69,67.4,91.5,5.0,False,8.0
STU00350,TestFirstName350 TestLastName350,Social Work,3.83,92.5,73.0,4.0,True,3.0
STU00351,TestFirstName351 TestLastName351,Engineering,3.06,72.6,70.4,3.0,False,14.0
STU00352,TestFirstName352 TestLastName352,Business Administration,3.39,70.7,85.1,3.0,False,11.0
STU00353,TestFirstName353 TestLastName353,Computer Science,2.4,91.6,51.7,5.0,False,10.0
STU00354,TestFirstName354 TestLastName354,Arts & Humanities,3.37,78.5,81.3,3.0,False,17.0
STU00355,TestFirstName355 TestLastName355,Social Work,3.55,82.2,100.0,3.0,False,8.0
STU00356,TestFirstName356 TestLastName356,Business Administration,2.96,78.2,83.4,6.0,False,12.0
STU00357,TestFirstName357 TestLastName357,Computer Science,2.96,83.0,68.2,4.0,False,14.0
STU00358,TestFirstName358 TestLastName358,Business Administration,2.99,84.4,65.9,6.0,False,12.0
STU00359,TestFirstName359 TestLastName359,Engineering,2.2,48.9,67.6,2.0,False,6.0
STU00360,TestFirstName360 TestLastName360,Social Work,2.7,88.0,70.4,3.0,False,13.0
STU00361,TestFirstName361 TestLastName361,Business Administration,2.69,63.3,68.2,4.0,False,14.0
STU00362,TestFirstName362 TestLastName362,Social Work,3.07,56.4,91.5,5.0,False,4.0
STU00363,TestFirstName363 TestLastName363,Computer Science,3.5,77.1,43.8,1.0,False,5.0
STU00364,TestFirstName364 TestLastName364,Education,2.06,79.3,90.5,5.0,False,13.0
STU00365,TestFirstName365 TestLastName365,Nursing,2.71,67.6,68.2,8.0,False,4.0
STU00366,TestFirstName366 TestLastName366,Arts & Humanities,3.84,90.5,81.8,13.0,False,17.0
STU00367,TestFirstName367 TestLastName367,Engineering,2.28,57.9,54.7,8.0,False,4.0
STU00368,TestFirstName368 TestLastName368,Nursing,2.22,71.9,98.9,6.0,False,18.0
STU00369,TestFirstName369 TestLastName369,Business Administration,2.94,69.2,97.4,4.0,False,13.0
STU00370,TestFirstName370 TestLastName370,Social Work,3.39,77.3,92.3,3.0,False,10.0
STU00371,TestFirstName371 TestLastName371,Engineering,2.81,82.2,47.7,6.0,False,7.0
STU00372,TestFirstName372 TestLastName372,Nursing,3.73,62.9,89.9,4.0,False,8.0
STU00373,TestFirstName373 TestLastName373,Education,3.4,88.9,82.3,12.0,True,14.0
STU00374,TestFirstName374 TestLastName374,Psychology,3.39,78.9,46.1,6.0,False,15.0
STU00375,TestFirstName375 TestLastName375,Education,3.19,49.6,74.6,5.0,False,6.0
STU00376,TestFirstName376 TestLastName376,Engineering,4.0,48.6,81.6,2.0,False,11.0
STU00377,TestFirstName377 TestLastName377,Computer Science,2.66,77.8,85.0,6.0,False,18.0
STU00378,TestFirstName378 TestLastName378,Computer Science,1.4,74.7,78.2,3.0,True,7.0
STU00379,TestFirstName379 TestLastName379,Computer Science,3.92,76.4,80.2,6.0,False,14.0
STU00380,TestFirstName380 TestLastName380,Psychology,2.48,77.6,100.0,3.0,False,5.0
STU00381,TestFirstName381 TestLastName381,Psychology,2.88,81.4,97.1,7.0,False,16.0
STU00382,TestFirstName382 TestLastName382,Education,3.72,92.2,23.4,7.0,False,5.0
STU00383,TestFirstName383 TestLastName383,Arts & Humanities,1.68,61.3,69.3,5.0,False,7.0
STU00384,TestFirstName384 TestLastName384,Business Administration,1.92,60.4,72.0,10.0,False,10.0
STU00385,TestFirstName385 TestLastName385,Arts & Humanities,1.68,61.6,43.5,4.0,False,8.0
STU00386,TestFirstName386 TestLastName386,Arts & Humanities,2.24,82.3,76.7,5.0,False,5.0
STU00387,TestFirstName387 TestLastName387,Psychology,3.11,96.7,97.5,3.0,True,13.0
STU00388,TestFirstName388 TestLastName388,Psychology,3.17,71.5,55.4,6.0,False,3.0
STU00389,TestFirstName389 TestLastName389,Business Administration,2.99,40.5,81.1,2.0,False,18.0
STU00390,TestFirstName390 TestLastName390,Business Administration,1.81,52.4,58.5,2.0,False,3.0
STU00391,TestFirstName391 TestLastName391,Computer Science,1.18,65.5,62.9,3.0,False,8.0
STU00392,TestFirstName392 TestLastName392,Education,2.84,69.6,100.0,8.0,True,17.0
STU00393,TestFirstName393 TestLastName393,Engineering,2.47,71.9,65.2,6.0,False,5.0
STU00394,TestFirstName394 TestLastName394,Business Administration,3.12,78.6,83.3,3.0,False,4.0
STU00395,TestFirstName395 TestLastName395,Business Administration,3.29,73.3,41.3,10.0,True,14.0
STU00396,TestFirstName396 TestLastName396,Computer Science,2.9,93.7,100.0,7.0,False,4.0
STU00397,TestFirstName397 TestLastName397,Education,3.33,67.9,85.8,6.0,False,17.0
STU00398,TestFirstName398 TestLastName398,Education,2.96,65.1,71.7,6.0,False,10.0
STU00399,TestFirstName399 TestLastName399,Education,3.17,85.2,85.4,5.0,False,16.0
STU00400,TestFirstName400 TestLastName400,Computer Science,2.31,55.0,49.6,2.0,False,6.0
STU00401,TestFirstName401 TestLastName401,Computer Science,2.67,83.8,96.3,4.0,False,5.0
STU00402,TestFirstName402 TestLastName402,Computer Science,2.94,79.5,69.2,6.0,True,18.0
STU00403,TestFirstName403 TestLastName403,Social Work,3.37,75.8,71.3,6.0,False,15.0
STU00404,TestFirstName404 TestLastName404,Education,2.52,100.0,66.2,3.0,False,17.0
STU00405,TestFirstName405 TestLastName405,Nursing,3.16,68.7,64.5,3.0,False,8.0
STU00406,TestFirstName406 TestLastName406,Computer Science,2.61,100.0,87.5,4.0,False,9.0
STU00407,TestFirstName407 TestLastName407,Nursing,2.72,74.6,79.6,2.0,True,12.0
STU00408,TestFirstName408 TestLastName408,Social Work,3.38,58.8,86.7,5.0,False,10.0
STU00409,TestFirstName409 TestLastName409,Business Administration,1.4,79.0,74.8,2.0,False,6.0
STU00410,TestFirstName410 TestLastName410,Social Work,1.89,61.9,84.2,6.0,False,9.0
STU00411,TestFirstName411 TestLastName411,Engineering,1.76,66.7,67.5,1.0,False,12.0
STU00412,TestFirstName412 TestLastName412,Business Administration,1.17,84.0,100.0,3.0,True,3.0
STU00413,TestFirstName413 TestLastName413,Arts & Humanities,2.33,86.3,46.8,5.0,False,8.0
STU00414,TestFirstName414 TestLastName414,Psychology,3.32,68.7,97.7,4.0,False,7.0
STU00415,TestFirstName415 TestLastName415,Education,2.6,92.8,99.6,3.0,False,4.0
STU00416,TestFirstName416 TestLastName416,Computer Science,2.94,95.4,59.7,3.0,False,4.0
STU00417,TestFirstName417 TestLastName417,Nursing,3.56,99.5,100.0,6.0,False,10.0
STU00418,TestFirstName418 TestLastName418,Education,3.73,85.9,92.9,8.0,False,4.0
STU00419,TestFirstName419 TestLastName419,Education,2.75,98.5,92.5,7.0,False,8.0
STU00420,TestFirstName420 TestLastName420,Computer Science,3.75,49.8,75.5,5.0,False,11.0
STU00421,TestFirstName421 TestLastName421,Psychology,2.86,73.2,71.1,11.0,False,16.0
STU00422,TestFirstName422 TestLastName422,Arts & Humanities,2.21,65.0,71.2,4.0,False,4.0
STU00423,TestFirstName423 TestLastName423,Social Work,2.38,79.8,82.0,6.0,False,9.0
STU00424,TestFirstName424 TestLastName424,Business Administration,1.76,69.4,100.0,1.0,False,4.0
STU00425,TestFirstName425 TestLastName425,Arts & Humanities,2.18,75.5,78.3,5.0,False,9.0
STU00426,TestFirstName426 TestLastName426,Education,2.55,100.0,58.6,7.0,False,10.0
STU00427,TestFirstName427 TestLastName427,Computer Science,3.36,75.5,89.8,4.0,False,15.0
STU00428,TestFirstName428 TestLastName428,Business Administration,4.0,84.2,91.6,6.0,False,10.0
STU00429,TestFirstName429 TestLastName429,Arts & Humanities,1.83,74.5,86.8,6.0,True,17.0
STU00430,TestFirstName430 TestLastName430,Business Administration,3.07,79.1,88.4,8.0,False,5.0
STU00431,TestFirstName431 TestLastName431,Computer Science,2.07,78.1,70.1,8.0,False,3.0
STU00432,TestFirstName432 TestLastName432,Engineering,3.13,84.7,58.3,9.0,True,3.0
STU00433,TestFirstName433 TestLastName433,Psychology,2.71,95.5,59.4,6.0,False,8.0
STU00434,TestFirstName434 TestLastName434,Psychology,1.52,100.0,45.6,3.0,False,6.0
STU00435,TestFirstName435 TestLastName435,Education,3.45,82.6,79.3,6.0,False,4.0
STU00436,TestFirstName436 TestLastName436,Arts & Humanities,2.38,86.8,73.5,1.0,False,6.0
STU00437,TestFirstName437 TestLastName437,Social Work,2.43,60.7,67.1,3.0,False,18.0
STU00438,TestFirstName438 TestLastName438,Computer Science,2.05,76.7,21.8,6.0,False,15.0
STU00439,TestFirstName439 TestLastName439,Computer Science,2.34,92.1,52.5,9.0,False,3.0
STU00440,TestFirstName440 TestLastName440,Computer Science,3.1,91.0,95.2,9.0,False,17.0
STU00441,TestFirstName441 TestLastName441,Engineering,2.67,81.2,63.0,2.0,False,6.0
STU00442,TestFirstName442 TestLastName442,Nursing,3.03,91.3,81.5,5.0,True,9.0
STU00443,TestFirstName443 TestLastName443,Arts & Humanities,3.05,85.4,50.0,3.0,False,8.0
STU00444,TestFirstName444 TestLastName444,Nursing,3.72,96.0,100.0,5.0,False,9.0
STU00445,TestFirstName445 TestLastName445,Computer Science,2.56,82.3,72.4,2.0,True,15.0
STU00446,TestFirstName446 TestLastName446,Arts & Humanities,1.77,72.7,80.2,4.0,False,14.0
STU00447,TestFirstName447 TestLastName447,Nursing,3.55,83.0,100.0,3.0,False,12.0
STU00448,TestFirstName448 TestLastName448,Arts & Humanities,2.57,34.0,100.0,3.0,False,13.0
STU00449,TestFirstName449 TestLastName449,Social Work,3.58,83.7,69.5,4.0,False,14.0
STU00450,TestFirstName450 TestLastName450,Arts & Humanities,3.07,23.3,64.3,4.0,False,5.0
STU00451,TestFirstName451 TestLastName451,Social Work,2.71,52.1,69.1,3.0,False,9.0
STU00452,TestFirstName452 TestLastName452,Business Administration,3.04,84.8,84.2,9.0,False,4.0
STU00453,TestFirstName453 TestLastName453,Education,4.0,85.2,73.1,2.0,False,14.0
STU00454,TestFirstName454 TestLastName454,Engineering,4.0,60.6,67.9,4.0,False,10.0
STU00455,TestFirstName455 TestLastName455,Education,2.85,67.3,100.0,2.0,False,13.0
STU00456,TestFirstName456 TestLastName456,Education,2.91,98.6,72.9,9.0,False,12.0
STU00457,TestFirstName457 TestLastName457,Psychology,3.55,70.7,100.0,8.0,False,7.0
STU00458,TestFirstName458 TestLastName458,Nursing,2.21,100.0,76.6,4.0,False,5.0
STU00459,TestFirstName459 TestLastName459,Arts & Humanities,3.03,78.0,100.0,4.0,False,18.0
STU00460,TestFirstName460 TestLastName460,Education,2.78,84.1,81.4,5.0,False,7.0
STU00461,TestFirstName461 TestLastName461,Arts & Humanities,3.02,100.0,92.3,4.0,False,4.0
STU00462,TestFirstName462 TestLastName462,Business Administration,2.22,80.0,62.0,7.0,True,7.0
STU00463,TestFirstName463 TestLastName463,Social Work,1.69,63.0,59.6,6.0,False,17.0
STU00464,TestFirstName464 TestLastName464,Nursing,1.35,76.4,83.3,2.0,False,7.0
STU00465,TestFirstName465 TestLastName465,Engineering,2.02,77.5,92.8,8.0,False,18.0
STU00466,TestFirstName466 TestLastName466,Social Work,2.48,57.5,75.7,2.0,False,10.0
STU00467,TestFirstName467 TestLastName467,Nursing,2.59,74.2,51.8,5.0,False,16.0
STU00468,TestFirstName468 TestLastName468,Nursing,4.0,66.9,50.5,3.0,True,13.0
STU00469,TestFirstName469 TestLastName469,Arts & Humanities,3.57,91.9,49.3,3.0,True,3.0
STU00470,TestFirstName470 TestLastName470,Arts & Humanities,2.13,78.5,43.2,7.0,False,11.0
STU00471,TestFirstName471 TestLastName471,Nursing,3.04,73.8,77.0,4.0,False,9.0
STU00472,TestFirstName472 TestLastName472,Nursing,2.52,76.4,95.3,8.0,False,6.0
STU00473,TestFirstName473 TestLastName473,Business Administration,2.6,81.3,74.8,5.0,False,11.0
STU00474,TestFirstName474 TestLastName474,Computer Science,2.93,87.3,34.3,4.0,False,4.0
STU00475,TestFirstName475 TestLastName475,Psychology,3.23,63.0,71.6,5.0,False,14.0
STU00476,TestFirstName476 TestLastName476,Nursing,2.56,62.4,72.1,6.0,False,16.0
STU00477,TestFirstName477 TestLastName477,Social Work,3.54,94.6,100.0,5.0,True,4.0
STU00478,TestFirstName478 TestLastName478,Business Administration,2.0,71.8,48.8,5.0,False,10.0
STU00479,TestFirstName479 TestLastName479,Education,2.8,56.7,68.0,4.0,False,13.0
STU00480,TestFirstName480 TestLastName480,Psychology,4.0,84.7,100.0,6.0,True,3.0
STU00481,TestFirstName481 TestLastName481,Psychology,2.96,85.0,83.1,2.0,False,9.0
STU00482,TestFirstName482 TestLastName482,Computer Science,3.8,55.0,85.1,3.0,False,7.0
STU00483,TestFirstName483 TestLastName483,Engineering,2.86,81.4,77.1,0.0,False,3.0
STU00484,TestFirstName484 TestLastName484,Education,3.21,89.0,80.9,4.0,False,15.0
STU00485,TestFirstName485 TestLastName485,Nursing,2.76,83.6,89.0,3.0,False,10.0
STU00486,TestFirstName486 TestLastName486,Social Work,2.68,87.5,60.4,2.0,False,15.0
STU00487,TestFirstName487 TestLastName487,Psychology,2.25,56.9,90.8,7.0,False,12.0
STU00488,TestFirstName488 TestLastName488,Nursing,3.1,83.0,50.3,2.0,False,17.0
STU00489,TestFirstName489 TestLastName489,Computer Science,2.2,73.5,80.9,6.0,False,18.0
STU00490,TestFirstName490 TestLastName490,Business Administration,3.27,70.8,78.2,5.0,False,12.0
STU00491,TestFirstName491 TestLastName491,Engineering,3.56,91.1,63.9,3.0,False,8.0
STU00492,TestFirstName492 TestLastName492,Engineering,3.06,100.0,74.6,6.0,False,9.0
STU00493,TestFirstName493 TestLastName493,Social Work,2.6,100.0,63.8,5.0,False,16.0
STU00494,TestFirstName494 TestLastName494,Social Work,3.12,97.7,55.7,4.0,False,9.0
STU00495,TestFirstName495 TestLastName495,Business Administration,2.58,76.4,68.6,8.0,False,11.0
STU00496,TestFirstName496 TestLastName496,Psychology,3.45,83.3,55.1,5.0,False,6.0
STU00497,TestFirstName497 TestLastName497,Engineering,1.52,89.5,80.8,4.0,False,18.0
STU00498,TestFirstName498 TestLastName498,Computer Science,2.57,79.8,54.3,3.0,False,13.0
STU00499,TestFirstName499 TestLastName499,Education,1.41,80.0,87.8,4.0,False,8.0
STU00500,TestFirstName500 TestLastName500,Psychology,1.75,90.4,53.7,5.0,False,12.0
